,qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,sstart_al,send_al
509,GQ477400.1,MK059951.1,85.876,177,23,2,1,176,4565,4740,3.65e-51,187.0,4564,4739
510,GQ477401.1,MK059950.1,84.971,173,22,2,1,171,4535,4705,9.88e-47,172.0,4564,4734
511,GQ477402.1,MK059949.1,87.845,181,18,2,1,179,4535,4713,7.880000000000001e-58,209.0,4561,4739
512,GQ477403.1,MK059949.1,96.933,163,5,0,1,163,4536,4698,2.5200000000000003e-77,274.0,4562,4724
513,GQ477404.1,MK059950.1,85.714,182,22,2,1,180,4526,4705,1.04e-51,189.0,4555,4734
514,GQ477405.1,MK059950.1,85.714,182,22,2,1,180,4526,4705,1.04e-51,189.0,4555,4734
515,GQ477406.1,MK059950.1,85.143,175,22,2,1,173,4533,4705,7.73e-48,176.0,4562,4734
516,GQ477407.1,MK059950.1,85.556,180,22,2,1,178,4526,4703,1.33e-50,185.0,4555,4732
517,GQ477408.1,MK059950.1,84.659,176,23,2,1,174,4530,4703,1.0099999999999999e-46,172.0,4559,4732
518,GQ477409.1,MK059952.1,97.661,171,4,0,1,171,4543,4713,2e-83,294.0,4570,4740
519,GQ477410.1,MK059949.1,96.203,158,6,0,1,158,4541,4698,6.87e-73,259.0,4567,4724
520,GQ477411.1,MK059949.1,82.036,167,30,0,1,167,4544,4710,7.519999999999999e-38,143.0,4570,4736
521,GQ477412.1,MK059952.1,98.16,163,3,0,1,163,4552,4714,1.14e-80,285.0,4579,4741
522,GQ477413.1,MK059949.1,83.041,171,29,0,1,171,4539,4709,9.909999999999999e-42,156.0,4565,4735
523,GQ920630.1,MK059949.1,97.126,348,10,0,1,348,4574,4921,1.7399999999999999e-171,588.0,4600,4947
524,GQ920631.1,MK059949.1,96.552,348,12,0,1,348,4574,4921,2.91e-169,580.0,4600,4947
525,GQ920632.1,MK059949.1,97.126,348,10,0,1,348,4574,4921,1.7399999999999999e-171,588.0,4600,4947
526,GQ920633.1,MK059949.1,97.414,348,9,0,1,348,4574,4921,3.7400000000000004e-173,593.0,4600,4947
527,GQ920634.1,MK059949.1,97.126,348,10,0,1,348,4574,4921,1.7399999999999999e-171,588.0,4600,4947
528,GQ920635.1,MK059949.1,94.565,276,15,0,1,276,4644,4919,5.299999999999999e-126,436.0,4670,4945
529,GQ920636.1,MK059949.1,97.126,348,10,0,1,348,4574,4921,1.7399999999999999e-171,588.0,4600,4947
530,GQ920637.1,MK059949.1,97.126,348,10,0,1,348,4574,4921,1.7399999999999999e-171,588.0,4600,4947
531,GQ920638.1,MK059949.1,97.126,348,10,0,1,348,4574,4921,1.7399999999999999e-171,588.0,4600,4947
532,GQ920639.1,MK059949.1,97.126,348,10,0,1,348,4574,4921,1.7399999999999999e-171,588.0,4600,4947
533,GQ920640.1,MK059949.1,96.839,348,11,0,1,348,4574,4921,8.1e-170,582.0,4600,4947
534,GQ920641.1,MK059949.1,97.414,348,9,0,1,348,4574,4921,3.7400000000000004e-173,593.0,4600,4947
535,GQ920642.1,MK059949.1,96.839,348,11,0,1,348,4574,4921,8.1e-170,582.0,4600,4947
536,GQ920643.1,MK059949.1,96.839,348,11,0,1,348,4574,4921,2.2499999999999996e-170,584.0,4600,4947
537,GQ920644.1,MK059949.1,97.126,348,10,0,1,348,4574,4921,1.7399999999999999e-171,588.0,4600,4947
538,GQ920645.1,MK059949.1,97.126,348,10,0,1,348,4574,4921,4.8399999999999995e-172,590.0,4600,4947
539,GQ920646.1,MK059949.1,97.126,348,10,0,1,348,4574,4921,1.7399999999999999e-171,588.0,4600,4947
540,GQ920647.1,MK059949.1,97.126,348,10,0,1,348,4574,4921,1.7399999999999999e-171,588.0,4600,4947
541,GQ920648.1,MK059950.1,80.0,350,66,2,1,348,4571,4918,2.02e-71,255.0,4600,4947
542,GQ920649.1,MK059949.1,96.839,348,11,0,1,348,4574,4921,8.1e-170,582.0,4600,4947
543,GQ920650.1,MK059949.1,97.126,348,10,0,1,348,4574,4921,1.7399999999999999e-171,588.0,4600,4947
544,GQ920651.1,MK059949.1,97.126,348,10,0,1,348,4574,4921,1.7399999999999999e-171,588.0,4600,4947
545,GQ920652.1,MK059949.1,97.126,348,10,0,1,348,4574,4921,1.7399999999999999e-171,588.0,4600,4947
546,GQ920653.1,MK059949.1,97.126,348,10,0,1,348,4574,4921,1.7399999999999999e-171,588.0,4600,4947
547,GQ920654.1,MK059949.1,97.126,348,10,0,1,348,4574,4921,1.7399999999999999e-171,588.0,4600,4947
548,GQ920655.1,MK059949.1,97.126,348,10,0,1,348,4574,4921,1.7399999999999999e-171,588.0,4600,4947
549,GQ920656.1,MK059949.1,96.839,348,11,0,1,348,4574,4921,8.1e-170,582.0,4600,4947
550,GQ920657.1,MK059949.1,97.126,348,10,0,1,348,4574,4921,1.7399999999999999e-171,588.0,4600,4947
551,GQ920658.1,MK059949.1,97.126,348,10,0,1,348,4574,4921,1.7399999999999999e-171,588.0,4600,4947
552,GQ920659.1,MK059949.1,97.126,348,10,0,1,348,4574,4921,1.7399999999999999e-171,588.0,4600,4947
553,GQ920660.1,MK059949.1,97.126,348,10,0,1,348,4574,4921,1.7399999999999999e-171,588.0,4600,4947
554,GQ920661.1,MK059949.1,97.126,348,10,0,1,348,4574,4921,1.7399999999999999e-171,588.0,4600,4947
555,GQ920662.1,MK059949.1,97.126,348,10,0,1,348,4574,4921,1.7399999999999999e-171,588.0,4600,4947
556,GQ920663.1,MK059949.1,97.126,348,10,0,1,348,4574,4921,1.7399999999999999e-171,588.0,4600,4947
557,GQ920664.1,MK059949.1,97.126,348,10,0,1,348,4574,4921,1.7399999999999999e-171,588.0,4600,4947
558,GQ920665.1,MK059949.1,97.126,348,10,0,1,348,4574,4921,1.7399999999999999e-171,588.0,4600,4947
559,GQ920666.1,MK059949.1,97.126,348,10,0,1,348,4574,4921,1.7399999999999999e-171,588.0,4600,4947
560,GQ920667.1,MK059949.1,81.991,422,72,2,1,420,4529,4948,2.3399999999999998e-101,355.0,4555,4974
561,GQ920668.1,MK059949.1,82.262,451,76,2,1,449,4529,4977,8.88e-111,387.0,4555,5003
562,GQ920669.1,MK059956.1,97.701,348,8,0,1,348,4572,4919,8.03e-175,599.0,4600,4947
563,GQ920670.1,MK059956.1,97.414,348,9,0,1,348,4572,4919,3.7400000000000004e-173,593.0,4600,4947
564,GQ920671.1,MK059956.1,97.414,348,9,0,1,348,4572,4919,3.7400000000000004e-173,593.0,4600,4947
565,GQ920672.1,MK059956.1,97.414,348,9,0,1,348,4572,4919,3.7400000000000004e-173,593.0,4600,4947
566,GU247899.1,MK059949.1,94.906,373,19,0,1,373,4564,4936,2.42e-170,584.0,4590,4962
567,GU247900.1,MK059949.1,94.906,373,19,0,1,373,4564,4936,2.42e-170,584.0,4590,4962
568,GU363516.1,MK059950.1,79.412,340,66,2,1,338,4584,4921,7.080000000000001e-66,237.0,4613,4950
569,GU363517.1,MK059950.1,79.412,340,66,2,1,338,4584,4921,7.080000000000001e-66,237.0,4613,4950
570,GU363518.1,MK059950.1,79.412,340,66,2,1,338,4584,4921,7.080000000000001e-66,237.0,4613,4950
571,GU363519.1,MK059950.1,79.412,340,66,2,1,338,4584,4921,7.080000000000001e-66,237.0,4613,4950
572,GU363520.1,MK059950.1,79.412,340,66,2,1,338,4584,4921,7.080000000000001e-66,237.0,4613,4950
573,GU363521.1,MK059950.1,79.412,340,66,2,1,338,4584,4921,7.080000000000001e-66,237.0,4613,4950
574,GU363522.1,MK059950.1,79.118,340,67,2,1,338,4584,4921,3.29e-64,231.0,4613,4950
575,GU363523.1,MK059949.1,94.083,338,20,0,1,338,4587,4924,2.91e-149,514.0,4613,4950
576,GU363524.1,MK059950.1,79.412,340,66,2,1,338,4584,4921,7.080000000000001e-66,237.0,4613,4950
577,GU363525.1,MK059950.1,79.412,340,66,2,1,338,4584,4921,7.080000000000001e-66,237.0,4613,4950
578,GU363526.1,MK059950.1,79.412,340,66,2,1,338,4584,4921,7.080000000000001e-66,237.0,4613,4950
579,GU363527.1,MK059950.1,78.824,340,68,2,1,338,4584,4921,1.53e-62,226.0,4613,4950
580,GU363528.1,MK059950.1,79.412,340,66,2,1,338,4584,4921,7.080000000000001e-66,237.0,4613,4950
581,HM060956.1,MK059950.1,94.118,204,11,1,1,203,1217,1420,8.68e-88,309.0,1219,1422
582,HM060957.1,MK059950.1,94.118,204,11,1,1,203,1217,1420,8.68e-88,309.0,1219,1422
583,HM060958.1,MK059950.1,94.118,204,11,1,1,203,1217,1420,8.68e-88,309.0,1219,1422
584,HM060959.1,MK059950.1,94.118,204,11,1,1,203,1217,1420,8.68e-88,309.0,1219,1422
585,HM060960.1,MK059950.1,94.118,204,11,1,1,203,1217,1420,8.68e-88,309.0,1219,1422
586,HM060961.1,MK059949.1,90.811,185,17,0,1,185,1229,1413,1.7299999999999998e-69,248.0,1228,1412
587,HM060962.1,MK059950.1,94.118,204,11,1,1,203,1217,1420,8.68e-88,309.0,1219,1422
588,HM060963.1,MK059950.1,94.359,195,10,1,1,194,1226,1420,1.79e-84,298.0,1228,1422
589,HM060964.1,MK059950.1,94.118,204,11,1,1,203,1217,1420,8.68e-88,309.0,1219,1422
590,HM060965.1,MK059950.1,94.271,192,10,1,1,191,1229,1420,8.19e-83,292.0,1231,1422
591,HM060966.1,MK059950.1,94.359,195,10,1,1,194,1226,1420,1.79e-84,298.0,1228,1422
592,HM060967.1,MK059949.1,91.351,185,16,0,1,185,1229,1413,3.72e-71,254.0,1228,1412
593,HM060968.1,MK059950.1,94.118,204,11,1,1,203,1217,1420,8.68e-88,309.0,1219,1422
594,HQ213847.1,MK059950.1,82.41,415,69,2,1,413,4541,4953,1.78e-102,359.0,4570,4982
595,HQ213848.1,MK059950.1,82.169,415,70,2,1,413,4541,4953,8.3e-101,353.0,4570,4982
596,HQ213849.1,MK059951.1,79.759,415,80,4,1,413,4571,4983,3.95e-84,298.0,4570,4982
597,HQ213850.1,MK059950.1,82.169,415,70,2,1,413,4541,4953,8.3e-101,353.0,4570,4982
598,HQ213851.1,MK059950.1,82.169,415,70,2,1,413,4541,4953,8.3e-101,353.0,4570,4982
599,HQ213852.1,MK059950.1,82.169,415,70,2,1,413,4541,4953,8.3e-101,353.0,4570,4982
600,HQ213853.1,MK059950.1,82.41,415,69,2,1,413,4541,4953,1.78e-102,359.0,4570,4982
601,HQ213854.1,MK059950.1,82.169,415,70,2,1,413,4541,4953,8.3e-101,353.0,4570,4982
602,HQ213855.1,MK059950.1,82.41,415,69,2,1,413,4541,4953,1.78e-102,359.0,4570,4982
603,HQ268791.1,MK059949.1,81.928,166,30,0,1,166,4544,4709,2.69e-37,141.0,4570,4735
604,HQ268792.1,MK059949.1,81.707,164,30,0,1,164,4545,4708,3.43e-36,137.0,4571,4734
605,HQ268793.1,MK059952.1,84.08,201,30,2,1,200,4513,4712,8.87e-53,193.0,4540,4739
606,JF327666.1,MK059949.1,90.539,6786,583,32,1,6776,1,6737,0.0,8920.0,0,6801
607,JF327667.1,MK059951.1,85.333,1875,254,13,3,1862,2789,4657,0.0,1919.0,2788,4656
608,JN167517.1,MK059950.1,82.889,450,75,2,1,449,4526,4974,8.860000000000001e-116,403.0,4555,5003
609,JN167518.1,MK059950.1,83.37,451,71,2,1,449,4526,4974,4.09e-119,414.0,4555,5003
610,JN167519.1,MK059949.1,96.882,449,14,0,1,449,4529,4977,0.0,752.0,4555,5003
611,JN167520.1,MK059949.1,96.882,449,14,0,1,449,4529,4977,0.0,752.0,4555,5003
612,JN167521.1,MK059949.1,95.323,449,21,0,1,449,4529,4977,0.0,713.0,4555,5003
613,JN871251.1,MK059950.1,82.04,451,77,2,1,449,4526,4974,4.1500000000000003e-109,381.0,4555,5003
614,JN871252.1,MK059949.1,94.209,449,26,0,1,449,4529,4977,0.0,686.0,4555,5003
615,JN871253.1,MK059950.1,81.818,451,78,2,1,449,4526,4974,1.93e-107,375.0,4555,5003
616,JN871254.1,MK059950.1,81.416,452,78,4,1,449,4526,4974,4.1799999999999996e-104,364.0,4555,5003
617,JN871255.1,MK059953.1,81.556,450,81,2,1,449,4500,4948,8.9e-106,370.0,4555,5003
618,JN871256.1,MK059950.1,82.04,451,77,2,1,449,4526,4974,4.1500000000000003e-109,381.0,4555,5003
619,JN871257.1,MK059950.1,82.04,451,77,2,1,449,4526,4974,4.1500000000000003e-109,381.0,4555,5003
620,JN871258.1,MK059950.1,81.818,451,78,2,1,449,4526,4974,1.93e-107,375.0,4555,5003
621,JN871259.1,MK059950.1,81.818,451,78,2,1,449,4526,4974,1.93e-107,375.0,4555,5003
622,JN871260.1,MK059950.1,82.04,451,77,2,1,449,4526,4974,4.1500000000000003e-109,381.0,4555,5003
623,JN871261.1,MK059950.1,83.556,450,72,2,1,449,4526,4974,8.8e-121,420.0,4555,5003
624,JN871262.1,MK059953.1,82.444,450,77,2,1,449,4500,4948,1.9e-112,392.0,4555,5003
625,JN871263.1,MK059953.1,80.752,452,81,6,1,449,4500,4948,4.17e-99,348.0,4555,5003
626,JN871264.1,MK059950.1,82.04,451,77,2,1,449,4526,4974,4.1500000000000003e-109,381.0,4555,5003
627,JN871265.1,MK059950.1,81.818,451,78,2,1,449,4526,4974,1.93e-107,375.0,4555,5003
628,JN871266.1,MK059950.1,82.04,451,77,2,1,449,4526,4974,4.1500000000000003e-109,381.0,4555,5003
629,JN871267.1,MK059950.1,82.222,450,78,2,1,449,4526,4974,8.92e-111,387.0,4555,5003
630,JN871268.1,MK059950.1,81.596,451,79,2,1,449,4526,4974,8.98e-106,370.0,4555,5003
631,JQ260759.1,MK059950.1,81.56,423,74,2,1,421,4544,4964,1.42e-98,346.0,4573,4993
632,JQ260760.1,MK059950.1,81.818,429,74,2,1,427,4538,4964,6.64e-102,357.0,4567,4993
633,JQ260761.1,MK059951.1,81.308,428,76,4,1,426,4568,4993,5.17e-98,344.0,4567,4992
634,JQ260762.1,MK059950.1,81.586,391,68,2,1,389,4586,4974,7.93e-91,320.0,4615,5003
635,JQ260763.1,MK059949.1,79.657,408,79,2,1,406,4562,4967,6.459999999999999e-82,291.0,4588,4993
636,JQ260764.1,MK059953.1,81.053,380,68,4,1,378,4551,4928,9.910000000000001e-85,300.0,4606,4983
637,JQ303020.1,MK059953.1,79.57,372,76,0,1,372,4536,4907,9.89e-75,267.0,4591,4962
638,JQ303021.1,MK059953.1,80.376,372,73,0,1,372,4536,4907,9.82e-80,283.0,4591,4962
639,JQ303022.1,MK059953.1,79.357,373,75,2,1,372,4536,4907,4.6000000000000004e-73,261.0,4591,4962
640,JQ303023.1,MK059953.1,79.893,373,73,2,1,372,4536,4907,2.13e-76,272.0,4591,4962
641,JQ303024.1,MK059953.1,80.376,372,73,0,1,372,4536,4907,9.82e-80,283.0,4591,4962
642,JQ303025.1,MK059953.1,80.914,372,71,0,1,372,4536,4907,4.54e-83,294.0,4591,4962
643,JQ303026.1,MK059953.1,80.108,372,74,0,1,372,4536,4907,4.57e-78,278.0,4591,4962
644,JQ303027.1,MK059953.1,79.357,373,75,2,1,372,4536,4907,4.6000000000000004e-73,261.0,4591,4962
645,JQ303028.1,MK059949.1,95.43,372,17,0,1,372,4565,4936,4.01e-173,593.0,4591,4962
646,JQ303029.1,MK059950.1,79.412,374,73,2,1,372,4562,4933,4.6400000000000006e-73,261.0,4591,4962
647,JQ303030.1,MK059950.1,79.412,374,73,2,1,372,4562,4933,4.6400000000000006e-73,261.0,4591,4962
648,JQ303031.1,MK059950.1,93.201,353,24,0,1,353,4562,4914,6.57e-151,520.0,4591,4943
649,JQ303032.1,MK059953.1,78.249,354,71,6,1,351,4536,4886,2.06e-61,222.0,4591,4941
650,JQ303033.1,MK059950.1,93.201,353,24,0,1,353,4562,4914,6.57e-151,520.0,4591,4943
651,JQ303034.1,MK059952.1,94.624,372,20,0,1,372,4564,4935,4.01e-168,577.0,4591,4962
652,JQ796886.1,MK059949.1,96.486,370,13,0,1,370,4601,4970,1.1e-178,612.0,4627,4996
653,JQ796887.1,MK059949.1,79.951,409,78,2,1,407,4547,4953,3.87e-84,298.0,4573,4979
654,JQ796888.1,MK059950.1,81.075,428,77,2,1,426,4538,4963,2.4e-96,339.0,4567,4992
655,JQ796889.1,MK059954.1,83.882,304,47,2,1,303,4619,4921,1.71e-81,289.0,4645,4947
656,JQ796890.1,MK059949.1,80.653,429,79,2,1,427,4541,4967,1.44e-93,329.0,4567,4993
657,JQ796891.1,MK059950.1,81.777,439,76,2,1,437,4538,4974,4.0599999999999997e-104,364.0,4567,5003
658,JQ796892.1,MK059950.1,81.03,427,77,2,1,425,4550,4974,8.61e-96,337.0,4579,5003
659,JQ796893.1,MK059949.1,80.751,426,78,2,1,424,4544,4967,1.43e-93,329.0,4570,4993
660,JQ796894.1,MK059950.1,80.825,412,75,2,1,410,4538,4947,8.35e-91,320.0,4567,4976
661,JQ796895.1,MK059950.1,81.507,438,77,2,1,436,4538,4973,6.79e-102,357.0,4567,5002
662,JQ796896.1,MK059950.1,82.151,437,74,2,1,435,4538,4972,2.42e-106,372.0,4567,5001
663,JQ796897.1,MK059950.1,81.86,430,74,2,1,428,4538,4965,1.85e-102,359.0,4567,4994
664,JQ796898.1,MK059951.1,80.319,376,72,2,1,375,4574,4948,1.0000000000000001e-79,283.0,4573,4947
665,JQ796899.1,MK059949.1,96.578,263,9,0,1,263,4595,4857,4.9999999999999994e-126,436.0,4621,4883
666,JQ796900.1,MK059950.1,81.507,438,77,2,1,436,4538,4973,6.79e-102,357.0,4567,5002
667,JQ796901.1,MK059950.1,81.119,429,77,2,1,427,4538,4964,6.690000000000001e-97,340.0,4567,4993
668,JQ796902.1,MK059949.1,79.653,403,78,2,1,401,4562,4962,8.25e-81,287.0,4588,4988
669,JQ796903.1,MK059950.1,93.182,308,21,0,1,308,4592,4899,5.86e-131,453.0,4621,4928
670,JQ796904.1,MK059949.1,96.602,206,7,0,1,206,4652,4857,8.65e-98,342.0,4678,4883
671,JQ796905.1,MK059949.1,95.601,341,14,1,1,340,4592,4932,1.04e-158,545.0,4618,4958
672,JQ796906.1,MK059950.1,81.776,428,74,2,1,426,4538,4963,2.38e-101,355.0,4567,4992
673,JQ796907.1,MK059950.1,81.132,424,76,2,1,422,4538,4959,8.55e-96,337.0,4567,4988
674,JQ796908.1,MK059949.1,95.699,279,12,0,1,279,4628,4906,6.86e-130,449.0,4654,4932
675,JQ796909.1,MK059952.1,79.456,331,66,2,1,330,4540,4869,8.83e-65,233.0,4567,4896
676,JQ796910.1,MK059950.1,81.075,428,77,2,1,426,4538,4963,2.4e-96,339.0,4567,4992
677,JQ796911.1,MK059950.1,81.25,416,74,2,1,414,4538,4951,1.0799999999999999e-94,333.0,4567,4980
678,JQ796912.1,MK059953.1,80.471,297,56,2,1,296,4572,4867,1.32e-62,226.0,4627,4922
679,JQ796913.1,MK059950.1,81.499,427,75,2,1,425,4538,4962,3.98e-99,348.0,4567,4991
680,JQ796914.1,MK059950.1,82.039,412,70,2,1,410,4538,4947,3.83e-99,348.0,4567,4976
681,JQ796915.1,MK059950.1,82.284,429,72,2,1,427,4538,4964,3.0800000000000002e-105,368.0,4567,4993
682,JQ796916.1,MK059950.1,80.685,409,75,2,1,407,4538,4944,3.8599999999999996e-89,315.0,4567,4973
683,JQ898567.1,MK059949.1,81.27,630,110,6,1,626,4328,4953,1.19e-145,503.0,4348,4979
684,JQ898568.1,MK059950.1,82.512,629,104,4,1,626,4325,4950,5.439999999999999e-159,547.0,4348,4979
685,JQ898569.1,MK059950.1,82.353,629,105,4,1,626,4325,4950,2.53e-157,542.0,4348,4979
686,JQ898570.1,MK059950.1,82.166,628,108,2,1,626,4325,4950,1.18e-155,536.0,4348,4979
687,JQ898571.1,MK059950.1,82.166,628,108,2,1,626,4325,4950,1.18e-155,536.0,4348,4979
688,JQ898572.1,MK059950.1,82.325,628,107,2,1,626,4325,4950,2.53e-157,542.0,4348,4979
689,JQ898573.1,MK059950.1,82.222,630,104,5,1,626,4325,4950,1.18e-155,536.0,4348,4979
690,JX083239.1,MK059949.1,89.443,341,36,0,1,341,4574,4914,3.04e-124,431.0,4600,4940
691,JX083240.1,MK059949.1,92.082,341,27,0,1,341,4574,4914,2.98e-139,481.0,4600,4940
692,JX083241.1,MK059949.1,90.323,341,33,0,1,341,4574,4914,3.0200000000000005e-129,448.0,4600,4940
693,JX083242.1,MK059949.1,92.082,341,27,0,1,341,4574,4914,2.98e-139,481.0,4600,4940
694,JX083243.1,MK059956.1,95.601,341,15,0,1,341,4572,4912,2.89e-159,547.0,4600,4940
695,JX083244.1,MK059949.1,89.736,341,35,0,1,341,4574,4914,6.539999999999999e-126,436.0,4600,4940
696,JX083245.1,MK059949.1,89.736,341,35,0,1,341,4574,4914,6.539999999999999e-126,436.0,4600,4940
697,JX083246.1,MK059951.1,79.24,342,69,2,1,341,4601,4941,7.16e-66,237.0,4600,4940
698,JX083247.1,MK059949.1,90.029,341,34,0,1,341,4574,4914,1.41e-127,442.0,4600,4940
699,JX083248.1,MK059949.1,89.736,341,35,0,1,341,4574,4914,6.539999999999999e-126,436.0,4600,4940
700,JX083249.1,MK059949.1,95.308,341,16,0,1,341,4574,4914,3.74e-158,544.0,4600,4940
701,JX083250.1,MK059952.1,92.082,341,27,0,1,341,4573,4913,2.96e-139,481.0,4600,4940
702,JX083251.1,MK059949.1,89.736,341,35,0,1,341,4574,4914,6.539999999999999e-126,436.0,4600,4940
703,JX083252.1,MK059949.1,89.443,341,36,0,1,341,4574,4914,3.04e-124,431.0,4600,4940
704,JX083253.1,MK059949.1,95.601,341,15,0,1,341,4574,4914,2.89e-159,547.0,4600,4940
705,JX083254.1,MK059949.1,92.375,341,26,0,1,341,4574,4914,6.4e-141,486.0,4600,4940
706,JX083255.1,MK059949.1,92.082,341,27,0,1,341,4574,4914,2.98e-139,481.0,4600,4940
707,JX083256.1,MK059956.1,91.789,341,28,0,1,341,4572,4912,1.38e-137,475.0,4600,4940
708,JX083257.1,MK059956.1,91.789,341,28,0,1,341,4572,4912,1.38e-137,475.0,4600,4940
709,JX083258.1,MK059956.1,96.481,341,12,0,1,341,4572,4912,2.8700000000000003e-164,564.0,4600,4940
710,JX083259.1,MK059949.1,89.736,341,35,0,1,341,4574,4914,6.539999999999999e-126,436.0,4600,4940
711,JX083260.1,MK059949.1,94.428,341,19,0,1,341,4574,4914,1.36e-152,525.0,4600,4940
712,JX083261.1,MK059949.1,95.308,341,16,0,1,341,4574,4914,1.3500000000000002e-157,542.0,4600,4940
713,JX083262.1,MK059949.1,95.308,341,16,0,1,341,4574,4914,1.3500000000000002e-157,542.0,4600,4940
714,JX083263.1,MK059952.1,92.082,341,27,0,1,341,4573,4913,2.96e-139,481.0,4600,4940
715,JX083264.1,MK059949.1,93.548,341,22,0,1,341,4574,4914,1.37e-147,508.0,4600,4940
716,JX083265.1,MK059949.1,95.601,341,15,0,1,341,4574,4914,2.89e-159,547.0,4600,4940
717,JX083266.1,MK059952.1,91.765,340,27,1,3,341,4574,4913,1.78e-136,472.0,4601,4940
718,JX083267.1,MK059952.1,92.082,341,27,0,1,341,4573,4913,2.96e-139,481.0,4600,4940
719,JX083268.1,MK059949.1,92.669,341,25,0,1,341,4574,4914,1.38e-142,492.0,4600,4940
720,JX083269.1,MK059952.1,91.789,341,28,0,1,341,4573,4913,1.38e-137,475.0,4600,4940
721,JX083270.1,MK059949.1,92.669,341,25,0,1,341,4574,4914,1.38e-142,492.0,4600,4940
722,JX083271.1,MK059956.1,91.789,341,28,0,1,341,4572,4912,1.38e-137,475.0,4600,4940
723,JX083272.1,MK059956.1,91.789,341,28,0,1,341,4572,4912,1.38e-137,475.0,4600,4940
724,JX083273.1,MK059952.1,92.082,341,27,0,1,341,4573,4913,2.96e-139,481.0,4600,4940
725,JX083274.1,MK059955.1,80.117,342,66,2,1,341,4578,4918,7.08e-71,254.0,4600,4940
726,JX083275.1,MK059952.1,92.082,341,27,0,1,341,4573,4913,2.96e-139,481.0,4600,4940
727,JX083276.1,MK059949.1,95.015,341,17,0,1,341,4574,4914,6.270000000000001e-156,536.0,4600,4940
728,JX083277.1,MK059949.1,89.443,341,36,0,1,341,4574,4914,3.04e-124,431.0,4600,4940
729,JX083278.1,MK059953.1,80.117,342,66,2,1,341,4545,4885,7.03e-71,254.0,4600,4940
730,JX083279.1,MK059955.1,80.117,342,66,2,1,341,4578,4918,7.08e-71,254.0,4600,4940
731,JX083280.1,MK059949.1,95.308,341,16,0,1,341,4574,4914,1.3500000000000002e-157,542.0,4600,4940
732,JX083281.1,MK059949.1,95.601,341,15,0,1,341,4574,4914,2.89e-159,547.0,4600,4940
733,JX083282.1,MK059952.1,95.894,341,14,0,1,341,4573,4913,6.1800000000000005e-161,553.0,4600,4940
734,JX083283.1,MK059949.1,94.135,341,20,0,1,341,4574,4914,6.31e-151,520.0,4600,4940
735,JX083284.1,MK059949.1,95.601,341,15,0,1,341,4574,4914,2.89e-159,547.0,4600,4940
736,JX083285.1,MK059955.1,80.409,342,65,2,1,341,4578,4918,1.52e-72,259.0,4600,4940
737,JX083286.1,MK059955.1,80.409,342,65,2,1,341,4578,4918,1.52e-72,259.0,4600,4940
738,JX083287.1,MK059955.1,80.409,342,65,2,1,341,4578,4918,1.52e-72,259.0,4600,4940
739,KC285110.1,MK059952.1,95.174,373,18,0,1,373,4563,4935,5.17e-172,590.0,4590,4962
740,KC285111.1,MK059949.1,91.129,372,33,0,1,372,4564,4935,1.94e-146,505.0,4590,4961
741,KC285112.1,MK059949.1,90.86,372,34,0,1,372,4564,4935,9.020000000000001e-145,499.0,4590,4961
742,KC285114.1,MK059950.1,79.733,375,72,2,1,373,4561,4933,2.78e-75,268.0,4590,4962
743,KC285115.1,MK059949.1,90.86,372,34,0,1,372,4564,4935,9.020000000000001e-145,499.0,4590,4961
744,KC285116.1,MK059949.1,90.86,372,34,0,1,372,4564,4935,9.020000000000001e-145,499.0,4590,4961
745,KC285117.1,MK059949.1,79.839,372,75,0,2,373,4565,4936,2.14e-76,272.0,4591,4962
746,KC285118.1,MK059950.1,80.0,375,71,2,1,373,4561,4933,5.98e-77,274.0,4590,4962
747,KC285119.1,MK059953.1,81.283,374,68,2,1,373,4535,4907,2.72e-85,302.0,4590,4962
748,KC285120.1,MK059949.1,90.86,372,34,0,1,372,4564,4935,9.020000000000001e-145,499.0,4590,4961
749,KC285121.1,MK059949.1,90.86,372,34,0,1,372,4564,4935,9.020000000000001e-145,499.0,4590,4961
750,KC285122.1,MK059950.1,79.733,375,72,2,1,373,4561,4933,2.78e-75,268.0,4590,4962
751,KC285123.1,MK059950.1,79.733,375,72,2,1,373,4561,4933,2.78e-75,268.0,4590,4962
752,KC285125.1,MK059949.1,90.86,372,34,0,1,372,4564,4935,9.020000000000001e-145,499.0,4590,4961
753,KC285126.1,MK059949.1,90.86,372,34,0,1,372,4564,4935,9.020000000000001e-145,499.0,4590,4961
754,KC285127.1,MK059950.1,79.733,375,72,2,1,373,4561,4933,2.78e-75,268.0,4590,4962
755,KC285128.1,MK059950.1,80.0,375,71,2,1,373,4561,4933,5.98e-77,274.0,4590,4962
756,KC285129.1,MK059950.1,79.733,375,72,2,1,373,4561,4933,2.78e-75,268.0,4590,4962
757,KC285130.1,MK059950.1,79.733,375,72,2,1,373,4561,4933,2.78e-75,268.0,4590,4962
758,KC285131.1,MK059950.1,80.533,375,69,2,1,373,4561,4933,2.76e-80,285.0,4590,4962
759,KC285132.1,MK059949.1,90.86,372,34,0,1,372,4564,4935,9.020000000000001e-145,499.0,4590,4961
760,KC285133.1,MK059949.1,90.591,372,35,0,1,372,4564,4935,4.2e-143,494.0,4590,4961
